CTRIA3  10200001     100110001631020035311000162        
CTRIA3  10200002     100110001641020037911000163        
CTRIA3  10200003     100110001651020037811000164        
CTRIA3  10200004     100110001661020037311000165        
CTRIA3  10200005     100110001671020037411000166        
CTRIA3  10200006     100110001681020037511000167        
CTRIA3  10200007     100110001691020037611000168        
CTRIA3  10200008     100110000011020037711000169        
CTRIA3  10200009     100102000031020037711000001        
CTRIA3  10200010     100102000031020000410200360        
CTRIA3  10200011     100102003761100016910200377        
CTRIA3  10200012     100102000031020036010200377        
CTRIA3  10200013     100102003771020036010200376        
CTRIA3  10200014     100102003611020037610200360        
CTRIA3  10200015     100102003621020037510200361        
CTRIA3  10200016     100102003631020037410200362        
CTRIA3  10200017     100102003641020037310200363        
CTRIA3  10200018     100102003651020037810200364        
CTRIA3  10200019     100102003661020037810200365        
CTRIA3  10200020     100102003441020037910200366        
CTRIA3  10200021     100102003531020037910200344        
CTRIA3  10200022     100110001631020037910200353        
CTRIA3  10200023     100102003751020037610200361        
CTRIA3  10200024     100102003751020036210200374        
CTRIA3  10200025     100102003741020036310200373        
CTRIA3  10200026     100102003731020036410200378        
CTRIA3  10200027     100102003781100016510200373        
CTRIA3  10200028     100102003731100016610200374        
CTRIA3  10200029     100102003741100016710200375        
CTRIA3  10200030     100102003751100016810200376        
CTRIA3  10200031     100102003661020037910200378        
CTRIA3  10200032     100102003781020037911000164        
CTRIA3  10200033     100102003661020035910200344        
CTRIA3  10200034     100102003651020040010200366        
CTRIA3  10200035     100102003641020038010200365        
CTRIA3  10200036     100102003631020038110200364        
CTRIA3  10200037     100102003621020038210200363        
CTRIA3  10200038     100102003611020038310200362        
CTRIA3  10200039     100102003601020038410200361        
CTRIA3  10200040     100102000041020038510200360        
CTRIA3  10200041     100102000051020038510200004        
CTRIA3  10200042     100102000061020038610200005        
CTRIA3  10200043     100102000071020038710200006        
CTRIA3  10200044     100102000081020038810200007        
CTRIA3  10200045     100102000091020038910200008        
CTRIA3  10200046     100102000101020039010200009        
CTRIA3  10200047     100102000101020001110200367        
CTRIA3  10200048     100102003681020039010200367        
CTRIA3  10200049     100102003691020039110200368        
CTRIA3  10200050     100102003701020039210200369        
CTRIA3  10200051     100102003711020039310200370        
CTRIA3  10200052     100102003721020039410200371        
CTRIA3  10200053     100102003481020039510200372        
CTRIA3  10200054     100102003541020039510200348        
CTRIA3  10200055     100102003551020039610200354        
CTRIA3  10200056     100102003561020039710200355        
CTRIA3  10200057     100102003571020039810200356        
CTRIA3  10200058     100102003581020039910200357        
CTRIA3  10200059     100102003591020040010200358        
CTRIA3  10200060     100102003591020036610200400        
CTRIA3  10200061     100102003721100001810200348        
CTRIA3  10200062     100102003711100001710200372        
CTRIA3  10200063     100110000171100001810200372        
CTRIA3  10200064     100110000131020001111000002        
CTRIA3  10200065     100102000111100001310200367        
CTRIA3  10200066     100110000141020036711000013        
CTRIA3  10200067     100102003681100001410200369        
CTRIA3  10200068     100110000141020036810200367        
CTRIA3  10200069     100110000151020036911000014        
CTRIA3  10200070     100110000161020040111000015        
CTRIA3  10200071     100110000161100001710200371        
CTRIA3  10200072     100102003701100001610200371        
CTRIA3  10200073     100102003691100001510200401        
CTRIA3  10200074     100110000161020037010200401        
CTRIA3  10200075     100102004011020037010200369        
CTRIA3  10200076     100110000191020034811000018        
CTRIA3  10200077     100110000201020034911000019        
CTRIA3  10200078     100102003491100002010200350        
CTRIA3  10200079     100102003491020034811000019        
CTRIA3  10200080     100110000211020035011000020        
CTRIA3  10200081     100110000221020035111000021        
CTRIA3  10200082     100102003511100002210200352        
CTRIA3  10200083     100102003511020035011000021        
CTRIA3  10200084     100110000231020035211000022        
CTRIA3  10200085     100102003521100002310200332        
CTRIA3  10200086     100102003491020035410200348        
CTRIA3  10200087     100102003501020041510200349        
CTRIA3  10200088     100102003511020040210200350        
CTRIA3  10200089     100102003521020040310200351        
CTRIA3  10200090     100102003321020040410200352        
CTRIA3  10200091     100102003381020040410200332        
CTRIA3  10200092     100102003391020040510200338        
CTRIA3  10200093     100102003401020040610200339        
CTRIA3  10200094     100102003411020040710200340        
CTRIA3  10200095     100102003421020040810200341        
CTRIA3  10200096     100102003431020040910200342        
CTRIA3  10200097     100102003431020032810200347        
CTRIA3  10200098     100102003461020040910200347        
CTRIA3  10200099     100102003451020058210200346        
CTRIA3  10200100     100102003441020041010200345        
CTRIA3  10200101     100102003591020041010200344        
