GRID    10100003        64.355  0.      0.174836
GRID    10100004        63.41   0.      0.367357
GRID    10100005        62.33   0.      0.57604 
GRID    10100006        61.25   0.      0.750781
GRID    10100007        60.17   0.      0.868829
GRID    10100008        59.09   0.      0.904524
GRID    10100009        58.01   0.      0.859358
GRID    10100010        56.93   0.      0.74221 
GRID    10100011        55.85   0.      0.533435
GRID    10100091        71.87   78.2    6.98383 
GRID    10100092        73.01   78.2    6.92445 
GRID    10100170        71.913  69.2638 6.17515 
GRID    10100171        72.0768 68.7064 6.08107 
GRID    10100172        70.809  73.0209 6.55911 
GRID    10100173        71.1188 71.9668 6.525   
GRID    10100174        71.4774 70.7465 6.40392 
GRID    10100175        72.0362 70.2669 6.25926 
GRID    10100176        72.1581 71.2601 6.34254 
GRID    10100177        72.28   72.253  6.42579 
GRID    10100178        72.4018 73.2456 6.50902 
GRID    10100179        72.523  74.2327 6.59179 
GRID    10100180        72.6447 75.2244 6.67494 
GRID    10100181        72.7664 76.2155 6.75804 
GRID    10100182        72.888  77.2057 6.84107 
GRID    10100183        70.8006 60.2023 5.41536 
GRID    10100184        70.9253 61.218  5.50052 
GRID    10100185        71.0489 62.2252 5.58497 
GRID    10100186        71.1726 63.2324 5.66942 
GRID    10100187        71.2962 64.2395 5.75387 
GRID    10100188        71.4198 65.2465 5.8383  
GRID    10100189        71.5434 66.2534 5.92273 
GRID    10100190        71.667  67.2602 6.00716 
GRID    10100191        71.7906 68.2669 6.09157 
GRID    10100192        71.053  74.2117 6.65688 
GRID    10100193        71.2572 75.2088 6.7387  
GRID    10100194        71.4623 76.2097 6.82079 
GRID    10100195        71.6657 77.2029 6.90218 
GRID    10100196        68.8384 63.416  5.76832 
GRID    10100197        69.1034 64.695  5.87425 
GRID    10100198        69.3216 65.7599 5.96194 
GRID    10100199        69.5397 66.8249 6.0496  
GRID    10100200        69.7579 67.8898 6.13725 
GRID    10100201        69.9766 68.9574 6.22508 
GRID    10100202        70.1944 70.0205 6.31252 
GRID    10100203        70.4124 71.0847 6.40001 
GRID    10100204        70.6305 72.1497 6.48754 
GRID    10100205        69.2792 62.6942 5.78681 
GRID    10100206        69.762  61.9035 5.73641 
GRID    10100207        70.2448 61.1127 5.61212 
GRID    10100208        69.7942 52.0047 4.72799 
GRID    10100209        69.9209 53.0364 4.81449 
GRID    10100210        70.0467 54.0614 4.90044 
GRID    10100211        70.1725 55.0864 4.98638 
GRID    10100212        70.2984 56.1113 5.07232 
GRID    10100213        70.4242 57.1362 5.15826 
GRID    10100214        70.55   58.1611 5.2442  
GRID    10100215        70.6758 59.1859 5.33013 
GRID    10100216        67.0605 54.5694 5.04632 
GRID    10100217        67.2727 55.7584 5.13778 
GRID    10100218        67.4737 56.7398 5.2187  
GRID    10100219        67.6757 57.7259 5.3     
GRID    10100220        67.8776 58.7114 5.38124 
GRID    10100221        68.0793 59.6961 5.46241 
GRID    10100222        68.2809 60.6799 5.54349 
GRID    10100223        68.4822 61.6627 5.62448 
GRID    10100224        68.6833 62.6444 5.70535 
GRID    10100225        67.6816 53.9869 5.09996 
GRID    10100226        68.366  53.3449 5.0673  
GRID    10100227        69.0503 52.7028 4.93681 
GRID    10100228        68.8788 44.548  4.10274 
GRID    10100229        69.0103 45.6188 4.19253 
GRID    10100230        69.1411 46.6843 4.28186 
GRID    10100231        69.2719 47.7497 4.3712  
GRID    10100232        69.4027 48.8152 4.46054 
GRID    10100233        69.5335 49.8806 4.54988 
GRID    10100234        69.6642 50.946  4.63921 
GRID    10100235        65.3804 46.5217 4.37577 
GRID    10100236        65.6172 47.6776 4.47116 
GRID    10100237        65.825  48.6919 4.55486 
GRID    10100238        66.0327 49.7059 4.63853 
GRID    10100239        66.2404 50.7197 4.72217 
GRID    10100240        66.448  51.7331 4.80577 
GRID    10100241        66.6556 52.7462 4.88934 
GRID    10100242        66.863  53.7589 4.97287 
GRID    10100243        66.2221 46.0468 4.47334 
GRID    10100244        67.0842 45.5605 4.45915 
GRID    10100245        67.9635 45.0645 4.32376 
GRID    10100246        68.0446 37.7522 3.5329  
GRID    10100247        68.1643 38.7275 3.61469 
GRID    10100248        68.2834 39.6985 3.69612 
GRID    10100249        68.4023 40.6695 3.7776  
GRID    10100250        68.5219 41.6405 3.85894 
GRID    10100251        68.6411 42.6114 3.94036 
GRID    10100252        68.7603 43.5824 4.02177 
GRID    10100253        63.8673 39.1394 3.76624 
GRID    10100254        64.1086 40.3127 3.86331 
GRID    10100255        64.3253 41.3715 3.95068 
GRID    10100256        64.5422 42.4301 4.03807 
GRID    10100257        64.7591 43.4886 4.12544 
GRID    10100258        64.9759 44.547  4.2128  
GRID    10100259        65.1926 45.6051 4.30013 
GRID    10100260        64.8889 38.8002 3.9013  
GRID    10100261        65.924  38.4565 3.90377 
GRID    10100262        66.9716 38.1087 3.76578 
GRID    10100263        67.2836 31.5534 3.01314 
GRID    10100264        67.4109 32.5903 3.10008 
GRID    10100265        67.5377 33.6236 3.18671 
GRID    10100266        67.6646 34.6568 3.27335 
GRID    10100267        67.7914 35.6901 3.35999 
GRID    10100268        67.9182 36.7233 3.44663 
GRID    10100269        62.4857 32.3915 3.20924 
GRID    10100270        62.7031 33.4528 3.29689 
GRID    10100271        62.9012 34.4198 3.37674 
GRID    10100272        63.0993 35.3868 3.45658 
GRID    10100273        63.2974 36.3537 3.53641 
GRID    10100274        63.4954 37.3205 3.61624 
GRID    10100275        63.6935 38.2872 3.69606 
GRID    10100276        67.9018 31.4455 2.8754  
GRID    10100277        63.6711 32.1846 3.37899 
GRID    10100278        64.8649 31.9761 3.39716 
GRID    10100279        66.0667 31.7661 3.2571  
GRID    10100280        66.5892 25.8968 2.53882 
GRID    10100281        66.7053 26.8427 2.61813 
GRID    10100282        66.821  27.7856 2.69719 
GRID    10100283        66.9368 28.7284 2.77625 
GRID    10100284        67.0525 29.6713 2.85531 
GRID    10100285        67.1683 30.6142 2.93438 
GRID    10100286        61.2225 26.2253 2.7     
GRID    10100287        61.4497 27.3345 2.79161 
